38	251	76	359	1
528	140	564	233	2
367	303	403	413	3
601	446	644	539	4
297	372	336	480	5
386	136	419	233	6
186	137	221	234	7
662	240	694	350	8
521	67	550	150	10
874	117	903	206	16
412	150	448	245	18
716	426	771	535	20
870	231	916	348	21
498	386	556	520	26
445	450	495	538	29
815	145	844	241	31
536	497	585	539	32
