33	285	70	401	1
501	156	534	252	2
376	316	420	430	3
582	410	631	527	4
300	380	336	481	5
386	135	420	234	6
165	119	200	210	7
662	240	695	351	8
650	494	689	539	9
512	38	544	131	10
915	223	947	308	11
691	298	723	421	13
260	75	291	163	14
797	125	824	215	16
412	148	448	243	18
587	325	635	428	20
821	194	867	309	21
502	420	559	539	26
