40	227	77	335	1
556	125	591	219	2
369	303	400	413	3
618	470	659	539	4
295	376	336	479	5
196	150	232	248	7
662	240	695	350	8
512	86	547	184	10
691	301	722	418	13
888	135	918	227	16
400	152	437	253	18
803	520	822	539	20
897	259	937	364	21
501	361	554	484	26
406	419	461	536	29
502	462	572	539	32
825	164	858	257	36
